title,vote_average,vote_count,release_date,runtime,adult,original_language,overview,popularity,tagline,genres,production_companies
Reservoir Dogs,8.132,13296,1992-09-02,99,False,en,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",34.018,Every dog has his day.,"Crime, Thriller","Live Entertainment, Dog Eat Dog Productions"
The Hateful Eight,7.746,13291,2015-12-25,188,False,en,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,32.119,No one comes up here without a damn good reason.,"Drama, Mystery, Western","The Weinstein Company, Double Feature Films, FilmColony"
Alien,8.147,13206,1979-05-25,117,False,en,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",72.767,In space no one can hear you scream.,"Horror, Science Fiction","Brandywine Productions, 20th Century Fox"
Sherlock Holmes,7.202,13170,2009-12-23,129,False,en,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,35.808,Nothing escapes him.,"Action, Adventure, Crime, Mystery","Warner Bros. Pictures, Village Roadshow Pictures, Silver Pictures, Wigram Productions, Internationale Filmproduktion Blackbird Dritte"
Alice in Wonderland,6.627,13149,2010-03-03,108,False,en,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",56.345,You're invited to a very important date.,"Family, Fantasy, Adventure","Walt Disney Pictures, Roth Films, Team Todd, Tim Burton Productions, The Zanuck Company"
Pirates of the Caribbean: On Stranger Tides,6.538,13126,2011-05-15,137,False,en,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",79.192,Live Forever Or Die Trying.,"Adventure, Action, Fantasy","Walt Disney Pictures, Jerry Bruckheimer Films, Moving Picture Company"
Spider-Man 3,6.398,13098,2007-05-01,139,False,en,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",61.149,The battle within.,"Fantasy, Action, Adventure","Laura Ziskin Productions, Marvel Studios, Columbia Pictures"
A Quiet Place,7.396,13079,2018-04-03,91,False,en,A family is forced to live in silence while hiding from creatures that hunt by sound.,38.002,"If they hear you, they hunt you.","Horror, Drama, Science Fiction","Paramount, Platinum Dunes"
Aquaman,6.9,12965,2018-12-07,143,False,en,"Once home to the most advanced civilization on Earth, Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal, Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry, Orm's half-human, half-Atlantean brother and true heir to the throne.",52.471,Home Is Calling,"Action, Adventure, Fantasy","Warner Bros. Pictures, The Safran Company, DC Films"
Kill Bill: Vol. 2,7.876,12916,2004-04-16,136,False,en,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",37.053,The bride is back for the final cut.,"Action, Crime, Thriller","Super Cool ManChu, Miramax, A Band Apart"
Cars,6.936,12906,2006-06-08,117,False,en,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",47.447,Ahhh... it's got that new movie smell.,"Animation, Adventure, Comedy, Family","Pixar, Walt Disney Pictures"
Toy Story 2,7.589,12904,1999-10-30,92,False,en,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",73.516,The toys are back!,"Animation, Comedy, Family",Pixar
Men in Black,7.184,12836,1997-07-02,98,False,en,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",38.848,Protecting the Earth from the scum of the universe.,"Action, Adventure, Comedy, Science Fiction","Columbia Pictures, Amblin Entertainment, Parkes+MacDonald Image Nation"
Edge of Tomorrow,7.606,12828,2014-05-27,114,False,en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",51.408,Live. Die. Repeat.,"Action, Science Fiction","RatPac Entertainment, Village Roadshow Pictures, VIZ Media, 3 Arts Entertainment, Warner Bros. Pictures"
300,7.175,12812,2007-03-07,117,False,en,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",44.918,"Spartans, prepare for glory!","Action, Adventure, War","Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Nimar Studios, Warner Bros. Pictures, Cruel & Unusual Films"
Jumanji: Welcome to the Jungle,6.827,12796,2017-12-09,119,False,en,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",26.669,The game has evolved.,"Adventure, Action, Comedy, Fantasy","Radar Pictures, Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures"
Blade Runner,7.931,12770,1982-06-25,118,False,en,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",56.798,Man has made his match... now it's his problem.,"Science Fiction, Drama, Thriller","Shaw Brothers, The Ladd Company, Warner Bros. Pictures"
Star Wars: Episode III - Revenge of the Sith,7.411,12753,2005-05-17,140,False,en,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,41.215,The saga is complete.,"Adventure, Action, Science Fiction",Lucasfilm Ltd.
Hacksaw Ridge,8.195,12668,2016-10-07,139,False,en,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",74.994,One of the greatest heroes in American history never fired a bullet.,"Drama, History, War","Vendian Entertainment, Summit Entertainment, Cross Creek Pictures, IM Global, Screen Australia, Screen NSW, Permut Presentations, Pandemonium, Demarest Films, Lionsgate, Bliss Media, Kylin Pictures, AI Film"
Twilight,6.286,12638,2008-11-20,122,False,en,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",71.541,"When you can live forever, what do you live for?","Fantasy, Drama, Romance","Summit Entertainment, Temple Hill Entertainment, Maverick Films, Imprint Entertainment, Goldcrest, Twilight Productions"
Brave,7.012,12591,2012-06-21,93,False,en,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",58.647,Change your fate.,"Animation, Adventure, Comedy, Family, Action, Fantasy","Walt Disney Pictures, Pixar"
Ant-Man and the Wasp,6.951,12512,2018-07-04,119,False,en,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",34.801,Real heroes. Not actual size.,"Action, Adventure, Science Fiction",Marvel Studios
Maleficent,7.09,12477,2014-05-28,97,False,en,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",51.055,Don't believe the fairy tale.,"Fantasy, Adventure, Action, Family, Romance","Walt Disney Pictures, Roth Films"
Passengers,6.934,12429,2016-12-21,116,False,en,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",27.272,There is a reason they woke up.,"Drama, Romance, Science Fiction","Wanda Pictures, Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital"
Life of Pi,7.398,12426,2012-11-20,127,False,en,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",37.796,Believe The Unbelievable,"Adventure, Drama","Fox 2000 Pictures, Dune Entertainment, Ingenious Media, Haishang Films, Netter Productions, India Take One Productions"
Ex Machina,7.572,12362,2015-01-21,108,False,en,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",26.767,There is nothing more human than the will to survive,"Drama, Science Fiction","DNA Films, Film4 Productions, IAC Films, Scott Rudin Productions"
The Amazing Spider-Man 2,6.498,12349,2014-04-16,141,False,en,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",73.319,No more secrets.,"Action, Adventure, Fantasy","Marvel Entertainment, Columbia Pictures, Matt Tolmach Productions, Arad Productions"
Blade Runner 2049,7.544,12331,2017-10-04,164,False,en,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",70.54,The key to the future is finally unearthed.,"Science Fiction, Drama","Torridon Films, 16:14 Entertainment, Scott Free Productions, Columbia Pictures, Alcon Entertainment, Thunderbird Entertainment, Warner Bros. Pictures"
Ice Age,7.348,12296,2002-03-10,81,False,en,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",70.773,They came. They thawed. They conquered.,"Animation, Comedy, Family, Adventure","20th Century Fox Animation, 20th Century Fox, Blue Sky Studios"
Star Wars: Episode II - Attack of the Clones,6.6,12288,2002-05-15,142,False,en,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.",42.55,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,"Adventure, Action, Science Fiction",Lucasfilm Ltd.
Justice League,6.098,12263,2017-11-15,120,False,en,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",91.091,You can't save the world alone,"Action, Adventure, Science Fiction","RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films"
The Hobbit: The Desolation of Smaug,7.57,12255,2013-12-11,161,False,en,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",70.03,Beyond darkness... beyond desolation... lies the greatest danger of all.,"Fantasy, Adventure, Action","Warner Bros. Pictures, WingNut Films, New Line Cinema, Metro-Goldwyn-Mayer"
Once Upon a Time… in Hollywood,7.437,12237,2019-07-24,162,False,en,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",47.706,"In this town, it can all change… like that","Comedy, Drama, Thriller","Heyday Films, Columbia Pictures, Bona Film Group"
Life Is Beautiful,8.455,12218,1997-12-20,116,False,it,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,39.478,"An unforgettable fable that proves love, family and imagination conquer all.","Comedy, Drama","Melampo Cinematografica, Miramax"
X-Men: Apocalypse,6.513,12215,2016-05-18,144,False,en,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",45.544,Only the strong will survive.,"Action, Adventure, Science Fiction, Fantasy","The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox"
Birdman or (The Unexpected Virtue of Ignorance),7.471,12157,2014-10-17,120,False,en,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",43.866,,"Drama, Comedy","TSG Entertainment, Worldview Entertainment, New Regency Pictures, M Productions, Le Grisbi Productions"
Divergent,6.92,12118,2014-03-14,139,False,en,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",39.066,What makes you different makes you dangerous.,"Action, Adventure, Science Fiction","Summit Entertainment, Red Wagon Entertainment"
American Sniper,7.427,12107,2014-12-25,133,False,en,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",64.846,The most lethal sniper in U.S. history.,"War, Action","RatPac Entertainment, Village Roadshow Pictures, 22 & Indiana Pictures, Malpaso Productions, Warner Bros. Pictures, Mad Chance"
How to Train Your Dragon,7.813,12089,2010-03-18,98,False,en,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",54.176,One adventure will change two worlds,"Fantasy, Adventure, Animation, Family","DreamWorks Animation, Paramount"
Incredibles 2,7.481,12061,2018-06-14,118,False,en,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",49.215,It's time to get back to being incredible.,"Action, Adventure, Animation, Family","Walt Disney Pictures, Pixar"
Edward Scissorhands,7.716,12049,1990-12-07,105,False,en,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,37.283,His scars run deep.,"Fantasy, Drama, Romance",20th Century Fox
John Wick: Chapter 2,7.323,12007,2017-02-08,122,False,en,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",88.285,Never stab the devil in the back.,"Action, Thriller, Crime","Thunder Road, 87Eleven, Summit Entertainment"
X-Men: First Class,7.296,11986,2011-06-01,132,False,en,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",1.659,Witness the moment that will change our world.,"Action, Science Fiction, Adventure","The Donners' Company, Bad Hat Harry Productions, 20th Century Fox"
A Clockwork Orange,8.2,11946,1971-12-19,137,False,en,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",38.323,"Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.","Science Fiction, Drama","Warner Bros. Pictures, Hawk Films"
The Curious Case of Benjamin Button,7.579,11899,2008-12-25,166,False,en,"Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.",42.669,"Life isn't measured in minutes, but in moments.","Drama, Fantasy, Romance","Paramount, Warner Bros. Pictures, The Kennedy/Marshall Company"
The Terminator,7.646,11874,1984-10-26,108,False,en,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",44.969,Your future is in its hands.,"Action, Thriller, Science Fiction","Orion Pictures, Pacific Western, Hemdale Film, Cinema 84, Euro Film Funding"
Back to the Future Part II,7.752,11817,1989-11-22,108,False,en,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",30.516,"Roads? Where we're going, we don't need roads!","Adventure, Comedy, Science Fiction","Universal Pictures, Amblin Entertainment"
Terminator 2: Judgment Day,8.104,11744,1991-07-03,137,False,en,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",69.45,It's nothing personal.,"Action, Thriller, Science Fiction","Lightstorm Entertainment, Carolco Pictures, Pacific Western, Le Studio Canal+"
GoodFellas,8.464,11726,1990-09-12,145,False,en,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",83.57,Three decades of life in the mafia.,"Drama, Crime",Winkler Films
Drive,7.572,11718,2011-09-15,100,False,en,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",38.238,There are no clean getaways.,"Drama, Thriller, Crime","FilmDistrict, Bold Films, Marc Platt Productions, OddLot Entertainment, Motel Movies, Newbridge Film Capital"
Pacific Rim,6.878,11567,2013-07-11,131,False,en,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",55.847,Go Big or Go Extinct.,"Action, Science Fiction, Adventure","Double Dare You Productions, Legendary Pictures"
The Hunger Games: Mockingjay - Part 2,6.9,11557,2015-11-18,137,False,en,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",43.902,The fire will burn forever.,"Action, Adventure, Science Fiction","Lionsgate, Color Force, Studio Babelsberg"
Wreck-It Ralph,7.3,11546,2012-11-01,101,False,en,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",46.617,The story of a regular guy just looking for a little wreck-ognition.,"Family, Animation, Comedy, Adventure","Walt Disney Animation Studios, Walt Disney Pictures"
Donnie Darko,7.8,11515,2001-10-24,114,False,en,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",38.016,"28 days, 6 hours, 42 minutes, 12 seconds... that is when the world will end.","Fantasy, Drama, Mystery","Flower Films, Gaylord Films, Adam Fields Productions, Pandora Cinema"
Ted,6.407,11513,2012-06-29,107,False,en,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",38.48,Ted is coming.,"Comedy, Fantasy","Universal Pictures, MRC, Fuzzy Door Productions, Bluegrass Films, Smart Entertainment"
The Great Gatsby,7.379,11505,2013-05-09,143,False,en,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",36.651,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,"Drama, Romance","Spectrum Films, Village Roadshow Pictures, Bazmark Films, Red Wagon Entertainment, Warner Bros. Pictures, A+E Studios"
Moana,7.6,11502,2016-10-13,107,False,en,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",17.963,The ocean is calling.,"Adventure, Comedy, Family, Animation","Walt Disney Pictures, Walt Disney Animation Studios, Hurwitz Creative"
The Shape of Water,7.247,11490,2017-12-01,123,False,en,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",29.339,A Fairy Tale for Troubled Times,"Drama, Fantasy, Romance","Double Dare You Productions, Fox Searchlight Pictures, Bull Productions, TSG Entertainment"
Raiders of the Lost Ark,7.924,11483,1981-06-12,115,False,en,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",60.763,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,"Adventure, Action","Paramount, Lucasfilm Ltd."
Zombieland,7.3,11466,2009-10-07,88,False,en,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",32.08,Nut up or shut up.,"Comedy, Horror","Pariah, Columbia Pictures, Relativity Media"
Finding Dory,7.042,11429,2016-06-16,97,False,en,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,26.562,An unforgettable journey she probably won't remember.,"Adventure, Animation, Comedy, Family","Pixar, Walt Disney Pictures"
Me Before You,7.918,11414,2016-06-01,110,False,en,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",79.741,Live boldly.,"Drama, Romance","New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer"
1917,7.99,11395,2019-12-25,119,False,en,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",44.356,Time is the enemy,"War, History, Thriller","DreamWorks Pictures, Reliance Entertainment, New Republic Pictures, Neal Street Productions, Mogambo Films, Amblin Partners"
Call Me by Your Name,8.167,11367,2017-09-01,132,False,en,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",32.15,Is it better to speak or die?,"Romance, Drama","La Cinéfacture, RT Features, Frenesy Film, Water's End Productions, M.Y.R.A. Entertainment, CineFinance Italia"
Silver Linings Playbook,7.13,11327,2012-11-16,122,False,en,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",28.014,Watch For The Signs,"Drama, Comedy, Romance",The Weinstein Company
Shrek 2,7.249,11323,2004-05-19,93,False,en,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",82.153,Once upon another time...,"Animation, Family, Comedy, Fantasy, Adventure","DreamWorks Pictures, Pacific Data Images, DreamWorks Animation"
2012,5.819,11300,2009-10-10,158,False,en,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",51.914,We Were Warned.,"Action, Adventure, Science Fiction","Columbia Pictures, Centropolis Entertainment, Farewell Productions, The Mark Gordon Company"
The Godfather Part II,8.591,11293,1974-12-20,202,False,en,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",64.753,"I don't feel I have to wipe everybody out, Tom. Just my enemies.","Drama, Crime","Paramount, The Coppola Company"
American Beauty,8.0,11260,1999-09-15,122,False,en,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",29.837,Look closer.,Drama,"Jinks/Cohen Company, DreamWorks Pictures"
